Data_file_name,Column_name,Shapefile_name,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_407,VAR_1_407,Individual,Census usually resident population count,2023,Count,Religious affiliation (total responses),Islam,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Religious affiliation (Islam)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_408,VAR_1_408,Individual,Census usually resident population count,2023,Count,Religious affiliation (total responses),Judaism,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Religious affiliation (Judaism)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_409,VAR_1_409,Individual,Census usually resident population count,2023,Count,Religious affiliation (total responses),"Māori Religions, Beliefs and Philosophies","Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Religious affiliation (Māori Religions, Beliefs and Philosophies)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_410,VAR_1_410,Individual,Census usually resident population count,2023,Count,Religious affiliation (total responses),Spiritualism and New Age Religions,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Religious affiliation (Spiritualism and New Age Religions)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_411,VAR_1_411,Individual,Census usually resident population count,2023,Count,Religious affiliation (total responses),"Other Religions, Beliefs and Philosophies","Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Religious affiliation (Other Religions, Beliefs and Philosophies)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_412,VAR_1_412,Individual,Census usually resident population count,2023,Count,Religious affiliation (total responses),Object to answering,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Religious affiliation (Object to answering)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_413,VAR_1_413,Individual,Census usually resident population count,2023,Count,Religious affiliation (total responses),Residual Categories,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Religious affiliation (Residual Categories)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_414,VAR_1_414,Individual,Census usually resident population count,2023,Count,Religious affiliation (total responses),Total,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Religious affiliation (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_415,VAR_1_415,Individual,Census usually resident population count,2023,Count,Religious affiliation (total responses),Total stated,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Religious affiliation (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_416,VAR_1_416,Individual,Census usually resident population count aged 15 years and over,2013,Count,Cigarette smoking behaviour,Regular smoker,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Cigarette smoking behaviour (Regular smoker)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_417,VAR_1_417,Individual,Census usually resident population count aged 15 years and over,2013,Count,Cigarette smoking behaviour,Ex-smoker,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Cigarette smoking behaviour (Ex-smoker)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_418,VAR_1_418,Individual,Census usually resident population count aged 15 years and over,2013,Count,Cigarette smoking behaviour,Never smoked regularly,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Cigarette smoking behaviour (Never smoked regularly)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_419,VAR_1_419,Individual,Census usually resident population count aged 15 years and over,2013,Count,Cigarette smoking behaviour,Not elsewhere included,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Cigarette smoking behaviour (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_420,VAR_1_420,Individual,Census usually resident population count aged 15 years and over,2013,Count,Cigarette smoking behaviour,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Cigarette smoking behaviour (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_421,VAR_1_421,Individual,Census usually resident population count aged 15 years and over,2013,Count,Cigarette smoking behaviour,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Cigarette smoking behaviour (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_422,VAR_1_422,Individual,Census usually resident population count aged 15 years and over,2018,Count,Cigarette smoking behaviour,Regular smoker,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Cigarette smoking behaviour (Regular smoker)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_423,VAR_1_423,Individual,Census usually resident population count aged 15 years and over,2018,Count,Cigarette smoking behaviour,Ex-smoker,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Cigarette smoking behaviour (Ex-smoker)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_424,VAR_1_424,Individual,Census usually resident population count aged 15 years and over,2018,Count,Cigarette smoking behaviour,Never smoked regularly,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Cigarette smoking behaviour (Never smoked regularly)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_425,VAR_1_425,Individual,Census usually resident population count aged 15 years and over,2018,Count,Cigarette smoking behaviour,Not elsewhere included,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Cigarette smoking behaviour (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_426,VAR_1_426,Individual,Census usually resident population count aged 15 years and over,2018,Count,Cigarette smoking behaviour,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Cigarette smoking behaviour (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_427,VAR_1_427,Individual,Census usually resident population count aged 15 years and over,2018,Count,Cigarette smoking behaviour,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Cigarette smoking behaviour (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_428,VAR_1_428,Individual,Census usually resident population count aged 15 years and over,2023,Count,Cigarette smoking behaviour,Regular smoker,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Cigarette smoking behaviour (Regular smoker)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_429,VAR_1_429,Individual,Census usually resident population count aged 15 years and over,2023,Count,Cigarette smoking behaviour,Ex-smoker,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Cigarette smoking behaviour (Ex-smoker)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_430,VAR_1_430,Individual,Census usually resident population count aged 15 years and over,2023,Count,Cigarette smoking behaviour,Never smoked regularly,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Cigarette smoking behaviour (Never smoked regularly)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_431,VAR_1_431,Individual,Census usually resident population count aged 15 years and over,2023,Count,Cigarette smoking behaviour,Not elsewhere included,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Cigarette smoking behaviour (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_432,VAR_1_432,Individual,Census usually resident population count aged 15 years and over,2023,Count,Cigarette smoking behaviour,Total,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Cigarette smoking behaviour (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_433,VAR_1_433,Individual,Census usually resident population count aged 15 years and over,2023,Count,Cigarette smoking behaviour,Total stated,"Subject pop: Census usually resident population count aged 15 years and over, Year: 2023, Measure: Count, Var1: Cigarette smoking behaviour (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_434,VAR_1_434,Individual,Census usually resident population count aged 5 years and over,2018,Count,Disability indicator,Not disabled,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Disability indicator (Not disabled)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_435,VAR_1_435,Individual,Census usually resident population count aged 5 years and over,2018,Count,Disability indicator,Disabled,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Disability indicator (Disabled)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_436,VAR_1_436,Individual,Census usually resident population count aged 5 years and over,2018,Count,Disability indicator,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Disability indicator (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_437,VAR_1_437,Individual,Census usually resident population count aged 5 years and over,2018,Count,Disability indicator,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Disability indicator (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_438,VAR_1_438,Individual,Census usually resident population count aged 5 years and over,2018,Count,Disability indicator,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Disability indicator (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_439,VAR_1_439,Individual,Census usually resident population count aged 5 years and over,2023,Count,Disability indicator,Not disabled,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Disability indicator (Not disabled)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_440,VAR_1_440,Individual,Census usually resident population count aged 5 years and over,2023,Count,Disability indicator,Disabled,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Disability indicator (Disabled)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_441,VAR_1_441,Individual,Census usually resident population count aged 5 years and over,2023,Count,Disability indicator,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Disability indicator (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_442,VAR_1_442,Individual,Census usually resident population count aged 5 years and over,2023,Count,Disability indicator,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Disability indicator (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_443,VAR_1_443,Individual,Census usually resident population count aged 5 years and over,2023,Count,Disability indicator,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Disability indicator (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_444,VAR_1_444,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty communicating,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty communicating (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_445,VAR_1_445,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty communicating,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty communicating (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_446,VAR_1_446,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty communicating,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty communicating (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_447,VAR_1_447,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty communicating,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty communicating (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_448,VAR_1_448,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty communicating,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty communicating (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_449,VAR_1_449,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty communicating,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty communicating (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_450,VAR_1_450,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty communicating,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty communicating (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_451,VAR_1_451,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty communicating,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty communicating (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_452,VAR_1_452,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty communicating,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty communicating (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_453,VAR_1_453,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty communicating,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty communicating (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_454,VAR_1_454,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty communicating,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty communicating (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_455,VAR_1_455,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty communicating,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty communicating (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_456,VAR_1_456,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty communicating,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty communicating (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_457,VAR_1_457,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty communicating,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty communicating (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_458,VAR_1_458,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty hearing,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty hearing (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_459,VAR_1_459,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty hearing,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty hearing (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_460,VAR_1_460,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty hearing,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty hearing (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_461,VAR_1_461,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty hearing,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty hearing (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_462,VAR_1_462,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty hearing,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty hearing (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_463,VAR_1_463,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty hearing,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty hearing (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_464,VAR_1_464,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty hearing,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty hearing (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_465,VAR_1_465,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty hearing,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty hearing (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_466,VAR_1_466,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty hearing,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty hearing (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_467,VAR_1_467,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty hearing,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty hearing (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_468,VAR_1_468,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty hearing,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty hearing (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_469,VAR_1_469,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty hearing,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty hearing (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_470,VAR_1_470,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty hearing,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty hearing (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_471,VAR_1_471,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty hearing,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty hearing (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_472,VAR_1_472,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty remembering or concentrating,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty remembering or concentrating (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_473,VAR_1_473,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty remembering or concentrating,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty remembering or concentrating (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_474,VAR_1_474,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty remembering or concentrating,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty remembering or concentrating (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_475,VAR_1_475,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty remembering or concentrating,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty remembering or concentrating (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_476,VAR_1_476,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty remembering or concentrating,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty remembering or concentrating (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_477,VAR_1_477,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty remembering or concentrating,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty remembering or concentrating (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_478,VAR_1_478,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty remembering or concentrating,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty remembering or concentrating (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_479,VAR_1_479,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty remembering or concentrating,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty remembering or concentrating (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_480,VAR_1_480,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty remembering or concentrating,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty remembering or concentrating (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_481,VAR_1_481,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty remembering or concentrating,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty remembering or concentrating (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_482,VAR_1_482,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty remembering or concentrating,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty remembering or concentrating (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_483,VAR_1_483,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty remembering or concentrating,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty remembering or concentrating (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_484,VAR_1_484,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty remembering or concentrating,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty remembering or concentrating (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_485,VAR_1_485,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty remembering or concentrating,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty remembering or concentrating (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_486,VAR_1_486,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty seeing,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty seeing (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_487,VAR_1_487,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty seeing,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty seeing (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_488,VAR_1_488,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty seeing,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty seeing (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_489,VAR_1_489,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty seeing,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty seeing (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_490,VAR_1_490,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty seeing,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty seeing (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_491,VAR_1_491,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty seeing,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty seeing (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_492,VAR_1_492,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty seeing,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty seeing (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_493,VAR_1_493,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty seeing,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty seeing (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_494,VAR_1_494,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty seeing,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty seeing (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_495,VAR_1_495,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty seeing,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty seeing (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_496,VAR_1_496,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty seeing,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty seeing (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_497,VAR_1_497,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty seeing,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty seeing (Not elsewhere included)"
